GenericArticleId,RelevanceScore,PMID,DOI,PublicationDate,IsReview,Title,Author,Journal,Citation,ChemicalName,DiseaseName,GeneSymbolName,u,v,NeighborName,OrderingByCooccurrenceScore,QueryArticleCount,NeighborArticleCount,TotalArticleCount,EffectiveTotalArticleCount,ArticleCount,CooccurrenceScore
5809296,165,34702153,10.2174/1573406417666211026150658,2021-10-26,FALSE,Screening of Synthetic Heterocyclic Compounds as Antiplatelet Drugs,"Marcel Hrubša, Khondekar Nurjamal, Alejandro Carazo, Nayana Nayek, Jana Karlíčková, Lenka Applová, Indrajit Karmakar, Shamima Parvin, Jaka Fadraersada, Kateřina Macáková, Přemysl Mladěnka, Goutam Brahmachari",Medicinal chemistry (Shariqah (United Arab Emirates)),2021 Oct; ?(?):,acetylsalicylic acid,,thromboxane synthase,2244,EC:5.3.99.5,thromboxane-a synthase,TRUE,20091,1662,34603510,4572961,198,10225
11465434,75,29032760,10.2174/1573406413666171010102535,2018-02-06,FALSE,"9-(4'-dimethylaminophenyl)-2,6,7-trihydroxy-xanthene-3-one is a Potentially Novel Antiplatelet Drug which Antagonizes the Effect of Thromboxane A2","Lenka Applova, Elma Veljovic, Samija Muratovic, Jana Karlickova, Katerina Macakova, Davorka Zavrsnik, Luciano Saso, Kemal Duric, Premysl Mladenka",Medicinal chemistry (Shariqah (United Arab Emirates)),2018 Feb; 14(2):200-209,acetylsalicylic acid,,thromboxane synthase,2244,EC:5.3.99.5,thromboxane-a synthase,TRUE,20091,1662,34603510,4572961,198,10225
3365507,265,35032094,10.1002/alr.22977,2022-01-14,FALSE,Steroid affected cytokines in aspirin exacerbated respiratory disease,"Li Hui Tan, Cailu Lin, Heather Ungerer, Ankur Kumar, Anas Qatanani, Nithin D Adappa, James N Palmer, John V Bosso, Danielle Reed, Noam A Cohen, Michael A Kohanski",International forum of allergy & rhinology,2022 Jan; ?(?):,aspirin,,tnf-alpha,2244,tnf,tumor necrosis factor,TRUE,20091,95597,34603510,4572961,373,9407
3426320,265,35197754,10.1016/j.sjbs.2021.10.019,2022-02-01,FALSE,"Linsitinib and aspirin as the IGF1-R antagonists, inhibit regorafenib-resistant chemotherapy in colon cancer","Yu Guo, Entezar Mehrabi Nasab, Fatemeh Hassanpour, Seyyed Shamsadin Athari",Saudi journal of biological sciences,2022 Feb; 29(2):872-877,aspirin,,tnf-alpha,2244,tnf,tumor necrosis factor,TRUE,20091,95597,34603510,4572961,373,9407
3749286,265,35761556,10.1016/j.foodres.2022.111244,2022-07-01,FALSE,"Andean berry (Vaccinium meridionale Swartz) juice, in combination with Aspirin, displayed antiproliferative and pro-apoptotic mechanisms in vitro while exhibiting protective effects against AOM-induced colorectal cancer in vivo","Sandra S Arango-Varela, Ivan Luzardo-Ocampo, Maria E Maldonado-Celis","Food research international (Ottawa, Ont.)",2022 Jul; 157(?):111244,aspirin,,tnf,2244,tnf,tumor necrosis factor,TRUE,20091,95597,34603510,4572961,373,9407
3833117,265,35990842,10.1155/2022/9828518,2022-01-01,FALSE,Exploring the Mechanism of Aspirin in the Treatment of Kawasaki Disease Based on Molecular Docking and Molecular Dynamics,"Li Xiong, Junfeng Cao, Yixin Qiu, Yinyin Fu, Siyi Chen, Mengjia He, Shengyan Chen, Wei Xie, Xingyu Yang, Chaochao Wang, Mei Wu, Hengxiang Xu, Yijun Chen, Xiao Zhang",Evidence-based complementary and alternative medicine : eCAM,2022; 2022(?):9828518,aspirin,,tumor necrosis factor,2244,tnf,tumor necrosis factor,TRUE,20091,95597,34603510,4572961,373,9407
3867994,265,36089729,10.29271/jcpsp.2022.09.1228,2022-09-01,FALSE,Comparison of Low Molecular Weight Heparin Used alone or Combined with Aspirin in the Treatment of Fetal Growth Restriction,"Saiqiong He, Lingling Liang, Sailin He",Journal of the College of Physicians and Surgeons--Pakistan : JCPSP,2022 Sep; 32(9):1228-1229,aspirin,,tnf-alpha,2244,tnf,tumor necrosis factor,TRUE,20091,95597,34603510,4572961,373,9407
3397901,265,35120275,10.1002/clc.23787,2022-02-04,FALSE,Cilostazol combined with P2Y12 receptor inhibitors: A substitute antiplatelet regimen for aspirin-intolerant patients undergoing percutaneous coronary stent implantation,"Yikai Zhao, Peng Zhou, Wen Gao, Haoxuan Zhong, Yufei Chen, Wei Chen, Maieryemu Waresi, Kun Xie, Haiming Shi, Hui Gong, Guibin He, Zhaohui Qiu, Xinping Luo, Jian Li",Clinical cardiology,2022 Feb; ?(?):,aspirin,,vasodilator-stimulated phosphoprotein; vasp,2244,vasp,vasodilator stimulated phosphoprotein,TRUE,20091,1348,34603510,4572961,172,9118
3853594,265,36052139,10.3389/fphar.2022.950719,2022-01-01,FALSE,Effect of indobufen vs. aspirin on platelet accumulation in patients with stable coronary heart disease after percutaneous coronary intervention: An open-label crossover study,"Qiu-Ping Shi, Xing-Yu Luo, Bin Zhang, Xin-Gang Wang, Jing Zhao, Qiu-Fen Xie, Jia-Hui Liu, Yao-Kun Liu, Jie Jiang, Bo Zheng",Frontiers in pharmacology,2022; 13(?):950719,aspirin,,vasodilator-stimulated phosphoprotein; vasp,2244,vasp,vasodilator stimulated phosphoprotein,TRUE,20091,1348,34603510,4572961,172,9118
5732701,265,34495376,10.1007/s00125-021-05562-9,2021-12-01,FALSE,"Rivaroxaban compared with low-dose aspirin in individuals with type 2 diabetes and high cardiovascular risk: a randomised trial to assess effects on endothelial function, platelet activation and vascular biomarkers","Frank Pistrosch, Jan B Matschke, Dorothea Schipp, Bernhard Schipp, Elena Henkel, Ingo Weigmann, Jan Sradnick, Stefan R Bornstein, Andreas L Birkenfeld, Markolf Hanefeld",Diabetologia,2021 Dec; 64(12):2701-2712,aspirin,,vasodilator-stimulated phosphoprotein,2244,vasp,vasodilator stimulated phosphoprotein,TRUE,20091,1348,34603510,4572961,172,9118
5151369,260,33141921,10.1002/cpt.2106,2021-06-01,FALSE,Differential Effects of Clopidogrel With or Without Aspirin on Platelet Reactivity and Coagulation Activation: A Randomized Trial in Healthy Volunteers,"Ludwig Traby, Marietta Kollars, Alexandra Kaider, Jolanta Maria Siller-Matula, Oskar Steinbrecher, Michael Wolzt, Paul Alexander Kyrle, Sabine Eichinger",Clinical pharmacology and therapeutics,2021 06; 109(6):1546-1554,aspirin,,vasodilator-stimulated phosphoprotein,2244,vasp,vasodilator stimulated phosphoprotein,TRUE,20091,1348,34603510,4572961,172,9118
5552401,260,27440202,10.1160/th15-11-0870,2016-09-27,TRUE,Comparison of current platelet functional tests for the assessment of aspirin and clopidogrel response. A review of the literature,"Sandra Le Quellec, Jean-Claude Bordet, Claude Negrier, Yesim Dargaud",Thrombosis and haemostasis,2016 Sep; 116(4):638-50,aspirin,,vasp,2244,vasp,vasodilator stimulated phosphoprotein,TRUE,20091,1348,34603510,4572961,172,9118
272453,255,29448294,10.1055/s-0038-1629920,2018-03-01,FALSE,Impact of Multidrug Resistance Protein-4 Inhibitors on Modulating Platelet Function and High on-Aspirin Treatment Platelet Reactivity,"Laura Alemanno, Isabella Massimi, Vanessa Klaus, Maria Luisa Guarino, Teresa Maltese, Luigi Frati, Dominick J Angiolillo, Fabio M Pulcinelli",Thrombosis and haemostasis,2018 03; 118(3):490-501,aspirin,,vasodilator-stimulated phosphoprotein,2244,vasp,vasodilator stimulated phosphoprotein,TRUE,20091,1348,34603510,4572961,172,9118
5872619,165,34876147,10.1186/s12959-021-00350-2,2021-12-07,FALSE,Clopidogrel versus ticagrelor in the treatment of Chinese patients undergoing percutaneous coronary intervention: effects on platelet function assessed by platelet function tests and mean platelet volume,"Yang Zhang, Rui Peng, Xiaojuan Li, Gaowa Cheng, Ximing Wang, Jinxing Yu, Muxing Hua, Xi Chen, Zhou Zhou",Thrombosis journal,2021 Dec; 19(1):97,aspirin,,vasodilator-stimulated phosphoprotein,2244,vasp,vasodilator stimulated phosphoprotein,TRUE,20091,1348,34603510,4572961,172,9118
5151369,260,33141921,10.1002/cpt.2106,2021-06-01,FALSE,Differential Effects of Clopidogrel With or Without Aspirin on Platelet Reactivity and Coagulation Activation: A Randomized Trial in Healthy Volunteers,"Ludwig Traby, Marietta Kollars, Alexandra Kaider, Jolanta Maria Siller-Matula, Oskar Steinbrecher, Michael Wolzt, Paul Alexander Kyrle, Sabine Eichinger",Clinical pharmacology and therapeutics,2021 06; 109(6):1546-1554,aspirin,,beta-thromboglobulin,2244,ppbp,pro-platelet basic protein,TRUE,20091,2058,34603510,4572961,174,8744
9496610,252,12781799,10.1016/s0369-8114(03)00038-5,2003-04-01,TRUE,"Platelet-mediated microvascular inflammation and thrombosis in thrombocythemia vera: a distinct aspirin-responsive arterial thrombophilia, which transforms into a bleeding diathesis at increasing platelet counts",J J Michiels,Pathologie-biologie,2003 Apr; 51(3):167-75,aspirin,,beta-tg; beta-thromboglobulin,2244,ppbp,pro-platelet basic protein,TRUE,20091,2058,34603510,4572961,174,8744
1984907,250,24433129,10.3109/09537104.2013.854877,2014-01-01,FALSE,Beta-thromboglobulin as a marker of perioperative myocardial infarction in patients undergoing coronary artery bypass grafting following aspirin discontinuation,"Dariusz Plicner, Mirosław Ziętkiewicz, Piotr Mazur, Renata Stąpor, Jerzy Sadowski, Anetta Undas",Platelets,2014; 25(8):603-7,aspirin,,beta-thromboglobulin,2244,ppbp,pro-platelet basic protein,TRUE,20091,2058,34603510,4572961,174,8744
2347956,250,25116182,10.1159/000360388,2015-01-01,FALSE,"Aspirin-responsive, migraine-like transient cerebral and ocular ischemic attacks and erythromelalgia in JAK2-positive essential thrombocythemia and polycythemia vera","Jan Jacques Michiels, Zwi Berneman, Alain Gadisseur, King H Lam, Hendrik De Raeve, Wilfried Schroyens",Acta haematologica,2015; 133(1):56-63,aspirin,,beta-thromboglobulin,2244,ppbp,pro-platelet basic protein,TRUE,20091,2058,34603510,4572961,174,8744
3002998,250,26663880,10.1111/jth.13216,2016-02-01,FALSE,Effects of P2Y12 receptor inhibition with or without aspirin on hemostatic system activation: a randomized trial in healthy subjects,"L Traby, M Kollars, A Kaider, S Eichinger, M Wolzt, P A Kyrle",Journal of thrombosis and haemostasis : JTH,2016 Feb; 14(2):273-81,aspirin,,beta-tg; beta-thromboglobulin,2244,ppbp,pro-platelet basic protein,TRUE,20091,2058,34603510,4572961,174,8744
3076158,250,26873936,10.1096/fj.201500150r,2016-05-01,FALSE,Human plasma platelet-derived exosomes: effects of aspirin,"Edward J Goetzl, Laura Goetzl, Joel S Karliner, Norina Tang, Lynn Pulliam",FASEB journal : official publication of the Federation of American Societies for Experimental Biology,2016 05; 30(5):2058-63,aspirin,,cxcl7,2244,ppbp,pro-platelet basic protein,TRUE,20091,2058,34603510,4572961,174,8744
5203557,160,33285161,10.1016/j.jaci.2020.10.041,2021-07-01,FALSE,Leukotriene D4 paradoxically limits LTC4-driven platelet activation and lung immunopathology,"Tao Liu, Nora A Barrett, Jun Nagai, Juying Lai, Chunli Feng, Joshua A Boyce",The Journal of allergy and clinical immunology,2021 07; 148(1):195-208.e5,aspirin,,cxcl7,2244,ppbp,pro-platelet basic protein,TRUE,20091,2058,34603510,4572961,174,8744
3881541,155,30341150,10.1681/asn.2018040368,2018-11-01,FALSE,Platelet Microparticles Mediate Glomerular Endothelial Injury in Early Diabetic Nephropathy,"Yang Zhang, Kun Ling Ma, Yu Xiang Gong, Gui Hua Wang, Ze Bo Hu, Liang Liu, Jian Lu, Pei Pei Chen, Chen Chen Lu, Xiong Zhong Ruan, Bi Cheng Liu",Journal of the American Society of Nephrology : JASN,2018 11; 29(11):2671-2695,aspirin,,cxcl7,2244,ppbp,pro-platelet basic protein,TRUE,20091,2058,34603510,4572961,174,8744
4273276,115,31382305,10.1055/s-0039-1693475,2019-09-01,TRUE,Involvement of Platelets in Cancers,"Diane Mege, Mathilde Aubert, Romaric Lacroix, Françoise Dignat-George, Laurence Panicot-Dubois, Christophe Dubois",Seminars in thrombosis and hemostasis,2019 Sep; 45(6):569-575,acetylsalicylic acid; aspirin,,beta-thromboglobulin,2244,ppbp,pro-platelet basic protein,TRUE,20091,2058,34603510,4572961,174,8744
5340602,80,33663130,10.1097/md.0000000000024932,2021-02-26,FALSE,Influence of exercise test on platelet function in patients with coronary arterial disease: A systematic review,"Chunhua Mo, Yanhui Wang, Zong Yue, Dayi Hu, Chun Yin",Medicine,2021 Feb; 100(8):e24932,aspirin,,beta-thromboglobulin,2244,ppbp,pro-platelet basic protein,TRUE,20091,2058,34603510,4572961,174,8744
3626896,265,35460728,10.1016/j.jaci.2022.04.007,2022-04-20,FALSE,Rapid and sustained effect of dupilumab on clinical and mechanistic outcomes in aspirin-exacerbated respiratory disease,"Kathleen M Buchheit, Aaqib Sohail, Jonathan Hacker, Rie Maurer, Deborah Gakpo, Jillian C Bensko, Faith Taliaferro, Jose Ordovas-Montanes, Tanya M Laidlaw",The Journal of allergy and clinical immunology,2022 Apr; ?(?):,aspirin,,albumin,2244,alb,albumin,TRUE,20091,77838,34603510,4572961,326,8659
5806927,265,34693854,10.1080/00365521.2021.1990396,2021-10-23,FALSE,The effect of aspirin in patients with nonvaricose upper gastrointestinal bleeding and risk factors analysis,"Ding Peng, Mei Zhang",Scandinavian journal of gastroenterology,2021 Oct; ?(?):1-5,aspirin,,albumin,2244,alb,albumin,TRUE,20091,77838,34603510,4572961,326,8659
5070721,260,32920022,10.1016/j.kint.2020.08.011,2021-02-01,FALSE,Subgroup analysis of the ASPirin in Reducing Events in the Elderly randomized clinical trial suggests aspirin did not improve outcomes in older adults with chronic kidney disease,"Rory Wolfe, James B Wetmore, Robyn L Woods, John J McNeil, Hugh Gallagher, Paul Roderick, Rowan Walker, Mark R Nelson, Christopher M Reid, Raj C Shah, Michael E Ernst, Jessica E Lockery, Andrew M Tonkin, Walter P Abhayaratna, Peter Gibbs, Erica M Wood, Suzanne E Mahady, Jeff D Williamson, Geoffrey A Donnan, Geoffrey C Cloud, Anne M Murray, Kevan R Polkinghorne",Kidney international,2021 02; 99(2):466-474,aspirin,,albumin,2244,alb,albumin,TRUE,20091,77838,34603510,4572961,326,8659
5087765,260,32966407,10.1039/d0bm01035a,2020-11-07,FALSE,The improved targeting of an aspirin prodrug albumin-based nanosystem for visualizing and inhibiting lung metastasis of breast cancer,"Wancun Zhang, Lili Xia, Xiangyu Ren, Mengyuan Cui, Tianguang Liu, Chen Ling, Yanqi Xu, Dawei Deng, Xianwei Zhang, Yueqing Gu, Peng Wang",Biomaterials science,2020 Nov; 8(21):5941-5954,aspirin,,albumin,2244,alb,albumin,TRUE,20091,77838,34603510,4572961,326,8659
5639671,260,34239442,10.3389/fphar.2021.695961,2021-01-01,FALSE,Impaired Clinical Efficacy of Aspirin in Hypoalbuminemic Patients With Diabetes Mellitus,"Angela Sciacqua, Francesco Andreozzi, Elena Succurro, Daniele Pastori, Vittoria Cammisotto, Giuseppe Armentaro, Gaia C Mannino, Teresa Vanessa Fiorentino, Pasquale Pignatelli, Dominick J Angiolillo, Giorgio Sesti, Francesco Violi",Frontiers in pharmacology,2021; 12(?):695961,aspirin,,albumin,2244,alb,albumin,TRUE,20091,77838,34603510,4572961,326,8659
11651721,255,18160362,NULL,2007-12-01,TRUE,[Use of aspirin in patients taking angiotensin converting enzyme inhibitors],"Timuçin Altin, Mustafa Kiliçkap",Anadolu kardiyoloji dergisi : AKD = the Anatolian journal of cardiology,2007 Dec; 7 Suppl 2(?):14-9,aspirin,,bradykinin,2244,kng1,kininogen 1,TRUE,20091,18783,34603510,4572961,241,8635
1865546,250,24120690,10.1016/j.pupt.2013.10.001,2014-04-01,FALSE,Plasma apolipoprotein H levels are different between aspirin induced respiratory diseases and aspirin tolerant asthma,"Hee-Jeong Kim, Jong-Sook Park, Jeong-Seok Heo, Kuk-Young Moon, Choon-Sik Park",Pulmonary pharmacology & therapeutics,2014 Apr; 27(2):184-9,aspirin,,kininogen-1,2244,kng1,kininogen 1,TRUE,20091,18783,34603510,4572961,241,8635
3147504,250,27069632,10.1002/prp2.221,2016-04-01,FALSE,Comparative effects of immediate-release and extended-release aspirin on basal and bradykinin-stimulated excretion of thromboxane and prostacyclin metabolites,"Jorge L Gamboa, Jessica K Devin, Claudia E Ramirez, Chang Yu, Hui Nian, Rhonda H Lee, Nancy J Brown",Pharmacology research & perspectives,2016 Apr; 4(2):e00221,aspirin,,bradykinin,2244,kng1,kininogen 1,TRUE,20091,18783,34603510,4572961,241,8635
8702069,250,10826452,10.1001/archinte.160.10.1409,2000-05-22,TRUE,Does aspirin attenuate the beneficial effects of angiotensin-converting enzyme inhibition in heart failure?,"T Stys, W E Lawson, G C Smaldone, A Stys",Archives of internal medicine,2000 May; 160(10):1409-13,acetylsalicylic acid; aspirin,,bradykinin,2244,kng1,kininogen 1,TRUE,20091,18783,34603510,4572961,241,8635
8949737,250,11214765,10.1007/s002280000210,2000-12-01,TRUE,Interaction between angiotensin-converting enzyme inhibitors and aspirin: a review,"C Meune, I Mahe, J J Mourad, G Simoneau, A L Knellwolf, J F Bergmann, C Caulin",European journal of clinical pharmacology,2000 Dec; 56(9-10):609-20,aspirin,,bradykinin,2244,kng1,kininogen 1,TRUE,20091,18783,34603510,4572961,241,8635
9564220,250,28528204,10.1016/j.brainresbull.2017.05.009,2017-06-01,FALSE,A novel pleiotropic effect of aspirin: Beneficial regulation of pro- and anti-inflammatory mechanisms in microglial cells,"Diana Kata, Imre Földesi, Liliana Z Feher, Laszlo Hackler, Laszlo G Puskas, Karoly Gulya",Brain research bulletin,2017 06; 132(?):61-74,aspirin,,kng1,2244,kng1,kininogen 1,TRUE,20091,18783,34603510,4572961,241,8635
1314208,245,29699347,10.1007/s12522-010-0056-3,2010-12-01,FALSE,Intravenous immunoglobulin therapy for aspirin-heparinoid-resistant antiphospholipid syndrome,"Shigeki Shimada, Hideto Yamada, Tatsuya Atsumi, Takashi Yamada, Noriaki Sakuragi, Hisanori Minakami",Reproductive medicine and biology,2010 Dec; 9(4):217-221,aspirin,,kininogen,2244,kng1,kininogen 1,TRUE,20091,18783,34603510,4572961,241,8635
3836502,165,36000030,10.1002/lio2.851,2022-08-01,FALSE,Evaluation of substance P and bradykinin levels in nasal secretions of patients with nasal polyposis with and without sensitivity to non-steroidal anti-inflammatory drugs,"Aleksandar Perić, Svjetlana Matković, Aleksandra Barać, Tijana Vukadinović, Ljiljana Čvorović, Danilo Vojvodić",Laryngoscope investigative otolaryngology,2022 Aug; 7(4):928-934,aspirin,,bradykinin,2244,kng1,kininogen 1,TRUE,20091,18783,34603510,4572961,241,8635
5607886,165,34153179,10.1002/iid3.479,2021-12-01,FALSE,A novel anti-inflammatory treatment for bradykinin-induced sore throat or pharyngitis,"Victor Leyva-Grado, Pavel Pugach, Nazlie Sadeghi-Latefi","Immunity, inflammation and disease",2021 12; 9(4):1321-1335,acetyl-salicylic acid,,bradykinin,2244,kng1,kininogen 1,TRUE,20091,18783,34603510,4572961,241,8635
5893573,165,34935423,10.1128/spectrum.00735-21,2021-12-22,FALSE,SARS-CoV-2 Spike Protein Destabilizes Microvascular Homeostasis,"Soumya Panigrahi, Tamal Goswami, Brian Ferrari, Christopher J Antonelli, Douglas A Bazdar, Hannah Gilmore, Michael L Freeman, Michael M Lederman, Scott F Sieg",Microbiology spectrum,2021 Dec; ?(?):e0073521,aspirin,,bradykinin,2244,kng1,kininogen 1,TRUE,20091,18783,34603510,4572961,241,8635
5395015,160,33819638,10.1016/j.jaip.2021.03.034,2021-06-01,FALSE,Managing Chronic Urticaria and Recurrent Angioedema Differently with Advancing Age,"Hilary J Longhurst, Margarida Gonçalo, Kiran Godse, Luis F Ensina",The journal of allergy and clinical immunology. In practice,2021 06; 9(6):2186-2194,aspirin,,bradykinin,2244,kng1,kininogen 1,TRUE,20091,18783,34603510,4572961,241,8635
3447875,85,35256581,10.12659/msm.936292,2022-03-08,FALSE,A Review of the Potential Roles of Antioxidant and Anti-Inflammatory Pharmacological Approaches for the Management of Mild-to-Moderate Symptomatic COVID-19,"Serafino Fazio, Flora Affuso, Paolo Bellavite",Medical science monitor : international medical journal of experimental and clinical research,2022 Mar; 28(?):e936292,aspirin,,bradykinin,2244,kng1,kininogen 1,TRUE,20091,18783,34603510,4572961,241,8635
5629010,270,34209594,10.3390/ijms22136985,2021-06-29,TRUE,The Road to Low-Dose Aspirin Therapy for the Prevention of Preeclampsia Began with the Placenta,"Scott W Walsh, Jerome F Strauss",International journal of molecular sciences,2021 Jun; 22(13):,aspirin,,protease-activated receptor 1,2244,f2r,coagulation factor ii thrombin receptor,TRUE,20091,2327,34603510,4572961,149,7368
3688061,265,35600474,10.3389/fcvm.2022.865166,2022-01-01,FALSE,Differential Inhibition of Platelet Reactivity by Dual Therapy With Aspirin and Low-Dose Rivaroxaban in Peripheral Arterial Disease: A Pilot Study,"Kerstin Jurk, Korbinian F Rothenaicher, Kathrin Groß, Heidi Rossmann, Gerhard Weißer, Irene Schmidtmann, Thomas Münzel, Christine Espinola-Klein",Frontiers in cardiovascular medicine,2022; 9(?):865166,acetylsalicylic acid; aspirin,,par-1,2244,f2r,coagulation factor ii thrombin receptor,TRUE,20091,2327,34603510,4572961,149,7368
