,m/z,theoretical_mz,ppm,precursor_type,name,formula,exact_mass,cas,biocyc,chebi,chembl,drugbank,hmdb,kegg,knapsack,lipidbank,lipidmaps,metabolights,pubchem,wikipedia
MSI01003,267.2926,267.2926,0,[M]+,9-Octadecenylamine,C18H37N,267.292600184,1838-19-3,,,,,,,,,,,6258392,
MSI01004,269.0338,269.0300,14,[M]+,N-Acetyl-L-glutamate 5-phosphate,C7H12NO8P,269.0301,,,,,,,C04133,,,,,,
MSI01005,271.1007,271.1017,4,[M+H]+,"6-(4-Ethylphenyl)-3-(methylthio)-[1,2,4]triazolo[4,3-b]pyridazine",C14H14N4S,270.09391764,,,CHEBI:109403,,,,,,,,,7531559,
MSI01006,272.2207,272.2212,2,[M]+,"N,N'-bis(2-methyl-3-nitrosobutan-2-yl)propane-1,3-diamine",C13H28N4O2,272.22122615,,,,,,,,,,,,54054829,
MSI01008,274.9502,274.9527,9,[M+Na]+,Methylmercury chloride,CH3HgCl,251.962971,115-09-3,,CHEBI:28216,,,,,,,,,409301,
MSI01009,275.1399,275.1400,1,[M+NH4]+,Norcraugsodine,C15H15NO3,257.1052,,,,,,,C21634,,,,,,
MSI01011,276.3253,276.3266,5,[M+NH4]+,Hexadecan-1-ol;methane,C17H38O,258.292265831,,,,,,,,,,,,89534472,
MSI01013,276.8375,276.8375,0,[M+H-2H2O]+,"1,3-Diiodopropan-2-ol",C3H6I2O,311.85081,534-08-7,,CHEBI:135970,,DB13383,,,,,,,68295,Diiodohydroxypropane
MSI01016,280.1812,280.1814,1,[M+H]+,N-(4-methylbenzylidene)-4-phenyl-1-piperazinamine,C18H21N3,279.173547683,,,CHEBI:109158,,,,,,,,,5727588,
MSI01018,289.0321,289.0320,1,[M+H]+,2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate,C7H13O10P,288.0246,,,,,,,C04691,,,,,,
MSI01019,289.1520,289.1550,11,[M+NH4]+,"(4aR,10bS)-Noroxomaritidine",C16H17NO3,271.1208,,,,,,,C21406,,,,,,
MSI01021,289.8861,289.8873,4,[M+NH4]+,"Tetrathionic acid, disodium salt",H2Na2O6S4+2,271.85296104,10101-86-7,,,,,,,,,,,159261,
MSI01024,293.3205,293.3208,1,[M+H]+,"6Z,9Z-Heneicosadiene",C21H40,292.313001276,,,,,,,,,,LMFA11000140,,10979225,
MSI01026,295.2367,295.2400,12,[M+Na]+,(-)-Abietadiene,C20H32,272.2504,,,,,,,C11878,,,,,,
MSI01027,296.8978,296.8966,4,[M+H]+,Glycolaldehyde triphosphate,C2H3O11P3-4,295.8888219,,,CHEBI:136833,,,,,,,,,126843513,
MSI01028,299.7240,299.7244,1,[M]+,tri-mu-sulfido-mu3-sulfido-triferrate(II),Fe3H4S4-4,299.724391,,,CHEBI:33740,,,,,,,,,6857569,
MSI01029,301.3322,301.3345,8,[M]+,Hexadecyltrimethylammonium hydroxide,C19H43NO,301.334464995,505-86-2,,,,,,,,,,,68166,
MSI01032,303.3780,303.3779,0,[M+H-2H2O]+,2-Methyltricosane,C24H50,338.391251595,1928-30-9,,,,,HMDB0031071,,,,LMFA11000354,,283510,
MSI01033,305.0459,305.0410,15,[M]+,"2',3'-Cyclic CMP",C9H12N3O7P,305.0413,,,,,,,C02354,,,,,,
MSI01034,306.8916,306.8906,3,[M+H]+,Di-2-propenyl heptasulfide,C6H10S7,305.88274853,139693-24-6,,CHEBI:169612,,,HMDB0039458,,,,,,53854515,
MSI01036,307.8463,307.8498,11,[M]+,Unii-wat0ddb505,Ca2H4O10S2,307.8497704,,,,,,,,,,,,131633389,
MSI01038,311.0893,311.0893,0,[M]+,4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoate,C14H11N6O3-,311.08926323,,,CHEBI:26376,,,,,,,,,135510645,
MSI01039,313.3203,313.3219,5,[M-H2O+NH4]+,N-(2-Hydroxyethyl)heptadecanamide,C19H39NO2,313.298079487,53832-59-0,,CHEBI:165587,,,,,,,LMFA08040049,,14455158,
MSI01041,317.3552,317.3593,13,[M+K]+,"trans-4S,5S-Epoxy-6Z,9Z-nonadecadiene",C19H34O,278.260965704,,,CHEBI:179593,,,,,,,LMFA12000301,,11022252,
MSI01043,321.9391,321.9385,2,[M]+,2-Bromo-5-(2-hydroxyethylsulfamoyl)benzoate,C9H9BrNO5S-,321.93848,,,,,,,,,,,,7346381,
MSI01044,324.1528,324.1530,2,[M]+,2'-Deamino-2'-hydroxyparomamine,C12H24N2O8,324.1533,,,,,,,C20353,,,,,,
MSI01048,330.3352,330.3372,6,[M+H]+,"N,N-dimethyl-Safingol",C20H43NO2,329.329379614,,,CHEBI:137846,,,,,,,LMSP01080056,,42608375,
MSI01049,331.0846,331.0845,0,[M]+,"Dilithium;1-[3-azido-2-(phosphonatomethoxy)propyl]-5-methylpyrimidine-2,4-dione",C9H12Li2N5O6P,331.08452699,,,,,,,,,,,,11667090,
MSI01050,333.1664,333.1600,18,[M+H-2H2O]+,Horhammericine,C21H24N2O4,368.1736,,,,,,,C11677,,,,,,
MSI01051,333.2442,333.2430,4,[M+H]+,17alpha-Hydroxypregnenolone,C21H32O3,332.23514488,387-79-1,,CHEBI:28750,,,HMDB0000363,,,,LMST02030089,,91451,17%CE%B1-Hydroxypregnenolone
MSI01052,338.1197,338.1201,1,[M]+,"4-(1,3-benzothiazol-2-yl)-N-phenyl-1-piperazinecarboxamide",C18H18N4OS,338.12013238,,,CHEBI:105783,,,,,,,,,888783,
MSI01053,340.2054,340.2038,5,[M]+,Piperochromenoic acid,C22H28O3,340.20384475,110979-01-6,,CHEBI:174592,,,HMDB0040635,,,,,,13845938,
MSI01054,343.2425,343.2419,2,[M+NH4]+,"S-(2E,6E)-farnesyl-L-cysteine",C18H31NO2S,325.20755041,68000-92-0,,CHEBI:62141,,,HMDB0011627,,,,,,46926172,
MSI01055,344.0166,344.0160,2,[M+H]+,3-[[2-(2-Chloro-4-fluorophenoxy)-1-oxoethyl]amino]-2-thiophenecarboxylic acid methyl ester,C14H11ClFNO4S,343.0081349,,,CHEBI:108239,,,,,,,,,2223181,
MSI01056,344.0741,344.0743,1,[M]+,Vanillic acid 4-O-glucuronide,C14H16O10,344.0743467,18191-12-3,,,,,HMDB0060024,,,,,,101579718,
MSI01058,351.2765,351.2820,16,[M+K]+,Norajmaline,C19H24N2O2,312.1838,,,,,,,C11810,,,,,,
MSI01060,360.1389,360.1420,9,[M]+,7-Deoxyloganate,C16H24O9,360.142,,,,,,,C11636,,,,,,
MSI01061,364.0754,364.0820,19,[M+H-H2O]+,4-Hydroxy-6-methylpretetramide,C20H15NO7,381.0849,,,,,,,C06628,,,,,,
MSI01062,365.0406,365.0401,1,[M]+,"N-(3-chloro-4-fluorophenyl)-2-(6-ethyl-4-oxothieno[2,3-d]pyrimidin-3(4H)-yl)acetamide",C16H13ClFN3O2S,365.0401037,,,,,,,,,,,,1092106,
MSI01063,365.0618,365.0660,12,[M+H-H2O]+,Nogalonate,C20H14O8,382.0689,,,,,,,C12416,,,,,,
MSI01064,367.9948,367.9931,5,[M]+,"3-Chloro-1-(3-chloro-4-fluorophenyl)-4-(2-fluoroanilino)pyrrole-2,5-dione",C16H8Cl2F2N2O2,367.9930892,,,,,,,,,,,,1663997,
MSI01065,371.7590,371.7617,7,[M+H-2H2O]+,Hexachloroplatinate(2-),Cl6Pt-2,406.77496,,,CHEBI:30119,,,,,,,,,61857,
MSI01066,372.1154,372.1155,0,[M]+,"N-ethyl-2-[(2S,3S,6S)-3-[(4-fluorophenyl)sulfonylamino]-2-(hydroxymethyl)-3,6-dihydro-2H-pyran-6-yl]acetamide",C16H21FN2O5S,372.11552111,,,CHEBI:123586,,,,,,,,,54641244,
MSI01067,376.7522,376.7564,11,[M+Na]+,Potassium trimetaphosphate,K3O9P3,353.766637,16043-48-4,,,,,,,,,,,24899680,
MSI01068,377.4369,377.4372,1,[M+H-2H2O]+,"N'-[3-[3-aminopropyl(hexadecyl)amino]propyl]propane-1,3-diamine",C25H56N4,412.4504978,,,,,,,,,,,,20610400,
MSI01071,383.9241,383.9280,10,[M]+,"2-Naphthol-3,6,8-trisulfonic acid",C10H8O10S3,383.92795997,6259-66-1,,,,,,,,,,,80419,
MSI01072,387.0288,387.0230,14,[M]+,dCDP,C9H15N3O10P2,387.0233,,,,,,,C00705,,,,,,
MSI01073,388.1811,388.1770,10,[M+H-H2O]+,N1-Hydroxy-roquefortine C,C22H23N5O3,405.1801,,,,,,,C22169,,,,,,
MSI01074,399.9318,399.9313,1,[M+H]+,4-(4-Bromophenyl)sulfonyl-2-(2-furanyl)-5-(methylthio)oxazole,C14H10BrNO4S2,398.92346,,,CHEBI:113007,,,,,,,,,2053031,
MSI01075,402.1712,402.1710,0,[M]+,1-(2-(3-(4-Methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole hydrochloride,C22H27ClN2O3,402.1710204,130495-35-1,,CHEBI:145121,,,,,,,,,104955,
MSI01077,405.9510,405.9521,3,[M]+,"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, lithium salt",C6F13LiO3S,405.9520596,55120-77-9,,,,,,,,,,,23684611,
MSI01078,406.2166,406.2164,0,[M]+,[(1S)-1-(1-adamantyl)ethyl]-[(2R)-1-oxo-1-(4-sulfamoylanilino)propan-2-yl]azanium,C21H32N3O3S+,406.21643806,,,,,,,,,,,,8221048,
MSI01079,408.0777,408.0840,17,[M]+,Tetracenomycin E,C22H16O8,408.0845,,,,,,,C12370,,,,,,
MSI01080,411.0473,411.0470,0,[M+H-2H2O]+,CDP-ethanolamine,C11H20N4O11P2,446.0604,,,,,,,C00570,,,,,,
MSI01081,412.4910,412.4882,7,[M+NH4]+,3-Methylheptacosane,C28H58,394.45385185,14167-66-9,,,,,HMDB0038308,,,,LMFA11000396,,85690,
MSI01082,415.0328,415.0328,0,[M]+,"2-({5-[(3-chlorophenyl)amino]-1,3,4-thiadiazol-2-yl}sulfanyl)-N-(cyanomethyl)-N-phenylacetamide",C18H14ClN5OS2,415.0328301,874951-01-6,,,,,,,,,,,16291670,
MSI01083,416.2127,416.2132,1,[M]+,Asn-Gln-Arg,C15H28N8O6,416.21318064,,,CHEBI:159677,,,,,,,,,10158839,
MSI01084,423.8011,423.8046,8,[M+Na]+,"2-[(4,5-Dibromo-1,3-thiazol-2-yl)sulfanyl]-5-propyl-1,3,4-thiadiazole",C8H7Br2N3S3,400.81484,,,,,,,,,,,,18707743,
MSI01085,426.0698,426.0696,0,[M+Na]+,"N-[4-chloro-3-(trifluoromethyl)phenyl]-2-(3,4,5-trimethoxyphenyl)acetamide",C18H17ClF3NO4,403.0798202,764704-77-0,,CHEBI:105026,,,,,,,,,2083041,
MSI01086,426.8672,426.8640,8,[M+H-H2O]+,"3',5'-Dibromo-2',4,4',6'-Tetrahydroxy Aurone",C15H8Br2O6,443.86671,126985-05-5; 105098-41-7,,CHEBI:47414,,DB07775,,,,,,,5288217,
MSI01087,429.1178,429.1181,1,[M]+,"2-[(2,4-dimethylphenyl)sulfonylamino]-4-methyl-N-(2-phenylethyl)-1,3-thiazole-5-carboxamide",C21H23N3O3S2,429.11808395,,,,,,,,,,,,16945114,
MSI01088,429.3308,429.3345,9,[M+Na]+,"3,4-Dimethyl-5-pentyl-2-furanpentadecanoic acid",C26H46O3,406.34469533,180346-59-2; 116627-42-0,,CHEBI:187706,,,HMDB0112081,,,,LMFA01150031,,131819622,
MSI01089,438.3243,438.3219,5,[M+H]+,"(9Z,12Z,15Z)-3-hydroxyoctadecatrienoylcarnitine",C25H43NO5,437.31412347,,,CHEBI:73116,,,,,,,LMFA07070027,,71464505,
MSI01090,446.1880,446.1875,1,[M]+,"{[2,6-Bis(propan-2-yl)phenyl]carbamoyl}methyl 2-(4-methylbenzenesulfonamido)acetate",C23H30N2O5S,446.18754324,743465-19-2,,,,,,,,,,,2079117,
MSI01091,449.1043,449.1080,9,[M+H]+,Kaempferol 3-O-glucoside,C21H20O11,448.1006,,,,,,,C12249,,,,,,
MSI01092,451.3329,451.3325,1,[M+H]+,"N-[[3-(aminomethyl)cyclohexyl]methyl]-5-[(3,5,5,8,8-pentamethyl-6,7-dihydronaphthalen-2-yl)methyl]furan-2-carboxamide",C29H42N2O2,450.324628587,,,,,,,,,,,,21047631,
MSI01093,452.0323,452.0325,0,[M]+,"3-(4-chlorophenyl)-1-(2,5-dimethylphenyl)-3-hydroxy-3,5,6,7-tetrahydro-2H-imidazo[2,1-b][1,3]thiazin-1-ium bromide",C20H22BrClN2OS,452.03247,,,,,,,,,,,,18553079,
MSI01094,453.0599,453.0520,17,[M-H2O+NH4]+,"3,4-Bis(7-chloroindol-3-yl)pyrrole-2,5-dicarboxylate",C22H13Cl2N3O4,453.0283,,,,,,,C19698,,,,,,
MSI01095,455.2222,455.2220,0,[M]+,"3-fluoro-N-[[(2R,3R)-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-8-[(E)-prop-1-enyl]-3,4-dihydro-2H-pyrido[2,3-b][1,5]oxazocin-2-yl]methyl]-N-methylbenzamide",C25H30FN3O4,455.22203461,,,CHEBI:109942,,,,,,,,,54620097,
MSI01096,455.2513,455.2533,4,[M]+,"N-[(5R,6S,9R)-5-methoxy-3,6,9-trimethyl-2-oxo-8-(5-pyrimidinylmethyl)-11-oxa-3,8-diazabicyclo[10.4.0]hexadeca-1(12),13,15-trien-14-yl]acetamide",C24H33N5O4,455.25325455,,,CHEBI:99104,,,,,,,,,54631390,
MSI01097,458.0068,458.0063,1,[M]+,"2-[[5-(1,3-benzodioxol-5-yl)-1,3,4-oxadiazol-2-yl]thio]-N-[3-chloro-5-(trifluoromethyl)-2-pyridinyl]acetamide",C17H10ClF3N4O4S,458.0063382,,,CHEBI:121679,,,,,,,,,2415900,
MSI01098,458.1884,458.1875,2,[M]+,"N-[(2S,3S,6S)-6-[2-(3,4-dihydro-1H-isoquinolin-2-yl)-2-oxoethyl]-2-(hydroxymethyl)-3-oxanyl]-4-methylbenzenesulfonamide",C24H30N2O5S,458.18754324,,,CHEBI:99796,,,,,,,,,54639132,
MSI01099,458.3845,458.3845,0,[M-H2O+NH4]+,"[2-[(2R,3S,4R)-3,4-dihydroxyoxolan-2-yl]-2-hydroxyethyl] icosanoate",C26H50O6,458.36073931,,,,,,,,,,,,9868799,
MSI01100,462.0155,462.0155,0,[M+Na]+,"N-[3-chloro-4-(2-oxopyrrolidin-1-yl)phenyl]-2-[(2,4-dichlorophenyl)formamido]acetamide",C19H16Cl3N3O3,439.025724,1031087-65-6,,,,,,,,,,,29325337,
MSI01101,465.1004,465.1033,6,[M]+,Delphinidin 3-glucoside,C21H21O12+,465.1033011,50986-17-9; 6906-38-3,,CHEBI:31463,,,HMDB0037997,,,,,,443650,Myrtillin
MSI01102,466.1695,466.1698,1,[M]+,"2-Amino-4-[3-[(3-chloro-4-fluorophenoxy)methyl]-4-methoxyphenyl]-5,6,7,8,9,10-hexahydrocycloocta[b]pyridin-1-ium-3-carbonitrile",C26H26ClFN3O2+,466.1697579,,,,,,,,,,,,1761028,
MSI01103,469.1996,469.2013,4,[M]+,"N-[(2S,4aR,12aR)-2-[2-(dimethylamino)-2-oxoethyl]-5-methyl-6-oxo-2,3,4,4a,12,12a-hexahydropyrano[2,3-c][1,5]benzoxazocin-8-yl]-4-fluorobenzamide",C25H28FN3O5,469.20129916,,,CHEBI:97474,,,,,,,,,54654553,
MSI01104,481.2548,481.2510,8,[M+H]+,6'-Oxogentamicin X2,C19H36N4O10,480.2431,,,,,,,C21267,,,,,,
MSI01105,503.8852,503.8806,9,[M+H]+,Sodium hydride; tetrachloro-bis(1H-indazol-2-yl)ruthenium,C14H12Cl4N4NaRu+,502.872767,197723-00-5,,CHEBI:176975,,,,,,,,,9806062,
MSI01107,509.1264,509.1274,2,[M+Na]+,Fluclorolone acetonide,C24H29Cl2FO5,486.1376076,3693-39-8,,CHEBI:135787,,DB08973,,,,,,,20054914,Fluclorolone_acetonide
MSI01109,513.3239,513.3250,2,[M+NH4]+,Antibiotic JI-20Ba,C20H41N5O9,495.2904,,,,,,,C21269,,,,,,
MSI01111,516.0969,516.0900,13,[M+H-2H2O]+,Delphinidin 3-O-(6''-O-malonyl)-beta-D-glucoside,C24H23O15,551.1037,,,,,,,C16301,,,,,,
MSI01112,531.0345,531.0322,4,[M+H]+,"N-[2-(3-bromo-4-chlorophenyl)-1,3-benzoxazol-5-yl]-2-(3,4,5-trimethoxyphenyl)acetamide",C24H20BrClN2O5,530.02441,,,,,,,,,,,,155568766,
MSI01113,536.4378,536.4380,1,[M]+,delta-Carotene,C40H56,536.4382,,,,,,,C08586,,,,,,
MSI01114,537.3134,537.3138,1,[M+K]+,2-(6-ethoxy-3-(4-ethoxybenzoyl)-4-oxoquinolin-1(4H)-yl)-N-(4-ethylphenyl)acetamide,C30H30N2O5,498.21547206,898343-52-7,,,,,,,,,,,16825350,
MSI01115,549.0866,549.0890,4,[M+H]+,dTDP-L-dihydrostreptose,C16H26N2O15P2,548.0808,,,,,,,C03442,,,,,,
MSI01117,553.2050,553.2120,13,[M+NH4]+,5''-Phosphoribosylparomamine,C17H34N3O14P,535.1778,,,,,,,C21260,,,,,,
MSI01121,560.8022,560.8033,2,[M+NH4]+,"Acetanilide, 3'-(hydroxymethyl)-2',4',6'-triiodo-",C9H8I3NO2,542.7689,60075-62-9,,,,,,,,,,,43191,
MSI01122,580.3988,580.3920,12,[M]+,Phoenicoxanthin,C40H52O3,580.3916,,,,,,,C15967,,,,,,
MSI01123,582.4531,582.4440,16,[M]+,Hydroxyspirilloxanthin,C41H58O2,582.4437,,,,,,,C15879,,,,,,
MSI01124,593.1104,593.1105,0,[M+K]+,CID 25201254,C14H20NO18S2-3,554.01218014,,,,,,,,,,,,25201254,
MSI01125,596.2614,596.2635,3,[M]+,Chlorin e6,C34H36N4O6,596.26348488,19660-77-6,,CHEBI:168630,,,,,,,,,5479494,
MSI01127,615.2409,615.2460,8,[M+H-H2O]+,3-Hydroxyethylchlorophyllide a,C35H36MgN4O6,632.2485,,,,,,,C18154,,,,,,
MSI01128,622.2027,622.1985,7,[M]+,"N-[4-[(3E,5E)-3-[(3,5-dimethoxyphenyl)methylidene]-4-oxo-5-[(3,4,5-trimethoxyphenyl)methylidene]piperidin-1-yl]sulfonylphenyl]acetamide",C32H34N2O9S,622.19850184,,,,,,,,,,,,145955021,
MSI01129,622.2298,622.2320,4,[M]+,alpha-D-galactopyranosyl-(1->3)-alpha-D-glucopyranosyl-(1->3)-alpha-L-rhamnopyranosyl-(1->3)-D-ribitol,C23H42O19,622.23202911,,,CHEBI:61094,,,,,,,,,50909873,
MSI01130,622.2638,622.2679,7,[M]+,O-Methylsomniferine,C37H38N2O7,622.26790156,117611-62-8,,CHEBI:169759,,,HMDB0038586,,,,,,14106345,
MSI01131,624.2523,624.2539,3,[M]+,thiomarinol G,C30H44N2O8S2,624.25390871,,,CHEBI:66226,,,,,,,,,10770229,
MSI01132,639.0850,639.0848,0,[M+Na]+,2-amino-N-[4-[[2-[4-chloro-2-(3-chloro-5-cyanobenzoyl)phenoxy]acetyl]amino]-3-methylphenyl]sulfonyl-3-methylbutanamide,C28H26Cl2N4O6S,616.0950111,,,,,,,,,,,,23596819,
MSI01134,647.2917,647.2915,0,[M+H]+,p-HBAD-II,C30H46O15,646.28367076,,,,,,,,,,,,74538833,
MSI01135,652.1198,652.1199,0,[M]+,"3,3'-(Biphenyl-4,4'-diyldidiazene-2,1-diyl)bis(4-aminonaphthalene-1-sulfonic acid)",C32H24N6O6S2,652.11987485,14684-01-6,,CHEBI:38217,,,,,,,,,11314,
MSI01136,662.0390,662.0372,3,[M-H2O+NH4]+,CID 13780334,C17H14F12SW-2,662.013393,,,,,,,,,,,,13780334,
MSI01137,668.6232,668.6220,2,[M]+,"3,4-Dioctadecylbenzene-1,2-dicarboxamide",C44H80N2O2,668.6219798,,,,,,,,,,,,22179268,
MSI01138,673.2152,673.2153,0,[M]+,CID 415352,C28H39N3O14S,673.2152741,,,,,,,,,,,,415352,
MSI01139,673.2228,673.2310,12,[M+K]+,Actinorhodin,C32H26O14,634.1323,,,,,,,C06691,,,,,,
MSI01140,678.1139,678.1153,2,[M+H-H2O]+,Ferric gluconate trihydrate,C18H39FeO24,695.118063,,,,,,,,,,,,23724828,
MSI01141,682.0065,682.0082,2,[M+H]+,Amiodarone hydrochloride,C25H30ClI2NO3,681.00037,19774-82-4,,CHEBI:2664,,,,,,,,,441325,
MSI01142,687.1792,687.1790,1,[M+NH4]+,Enterochelin,C30H27N3O15,669.1442,,,,,,,C05821,,,,,,
MSI01145,714.2609,714.2609,0,[M+NH4]+,Sesamolinol 4'-O-b-D-glucosyl (1->6)-O-b-D-glucoside,C32H40O17,696.2265498,,,CHEBI:190870,,,HMDB0029299,,,,,,131750843,
MSI01146,717.3978,717.3979,0,[M+Na]+,Melianin A,C41H58O9,694.40808342,,,,,,,,,,,,101277363,
MSI01149,726.2610,726.2470,19,[M+K]+,Dephospho-CoA,C21H35N7O13P2S,687.1489,,,,,,,C00882,,,,,,
MSI01151,727.0928,727.0909,3,[M+H]+,disodium;(6E)-8-[2-[2-methyl-4-(3-methylphenyl)phenyl]hydrazinyl]-5-oxo-6-[(Z)-(1-oxo-4-sulfonatonaphthalen-2-ylidene)hydrazinylidene]naphthalene-1-sulfonate,C34H24N4Na2O8S2,726.08309465,,,,,,,,,,,,5360179,
MSI01152,727.1107,727.1094,2,[M+Na]+,CID 12834441,C27H25N10NaO8S2,704.11959442,,,,,,,,,,,,12834441,
MSI01153,733.1641,733.1592,7,[M+Na]+,8-Hydroxyluteolin 7-[6'''-acetylallosyl-(1->2)-6''-acetylglucoside],C31H34O19,710.16942885,,,CHEBI:187573,,,,,,,LMPK12111378,,44258597,
MSI01154,754.0947,754.0975,4,[M]+,Thiaminylated adenosine triphosphate,C22H31N9O13P3S+,754.09748924,30632-11-2,,CHEBI:185009,,,HMDB0013646,,,,,,53481914,
MSI01157,799.1535,799.1569,4,[M]+,"Delphinidin 3,5-di(6-O-malonylglucoside)",C33H35O23+,799.15691236,104078-09-3,,,,,HMDB0037999,,,,,,73157738,
MSI01158,812.7144,812.7132,1,[M-H2O+NH4]+,"1-dodecanoyl-2-(9Z,12Z-heptadecadienoyl)-3-(11Z,14Z-eicosadienoyl)-sn-glycerol",C52H92O6,812.68939065,,,CHEBI:189619,,,,,,,LMGL03013429,,56937219,
MSI01159,823.1105,823.1116,1,[M]+,"6-[(4-bromophenyl)methyl]-6-methyl-5-phenyl-7,8-dihydro-5H-[1,3]dioxolo[4,5-g]isoquinolin-6-ium; 2-(2,4-difluorophenyl)-1,3-bis(1,2,4-triazol-1-yl)propan-2-ol; bromide",C37H35Br2F2N7O3,823.11157,,,,,,,,,,,,86579578,
MSI01161,839.0944,839.0935,1,[M+H-2H2O]+,NIR-1 dye,C38H40K2N2O11S3,874.1068366,,,CHEBI:52175,,,,,,,,,25195431,
MSI01162,839.8982,839.8987,1,[M+H]+,Meglumine ioxithalamate,C19H28I3N3O10,838.8909,29288-99-1,,,,,,,,,,,23620195,
MSI01163,857.0788,857.0765,3,[M+H-2H2O]+,CID 11170480,C46H43Fe2O4Sb+4,892.08982,,,,,,,,,,,,11170480,
MSI01164,872.0479,872.0494,2,[M+NH4]+,"3,3'-{Propane-2,2-diylbis[(2,6-dibromobenzene-4,1-diyl)oxy]}bis[1-(2-methylpiperidin-1-yl)propan-2-ol]",C33H46Br4N2O4,854.01501,,,,,,,,,,,,4333375,
MSI01165,874.3189,874.3201,1,[M+H]+,"2-methoxyethyl (3R,4S,6R,7R,8S,8aS)-8-(1H-benzimidazol-2-ylmethylcarbamoyl)-5'-[3-(carbamoylamino)prop-1-ynyl]-6-(4-hydroxyphenyl)-1,2'-dioxo-3,4-diphenylspiro[4,6,8,8a-tetrahydro-3H-pyrrolo[2,1-c][1,4]oxazine-7,3'-indole]-1'-carboxylate",C49H43N7O9,873.31222597,,,,,,,,,,,,6732398,
MSI01166,875.2562,875.2610,5,[M+H-H2O]+,Tenuifoliside E,C41H48O22,892.26372315,162901-87-3,,,,,,,,,,,86278272,
MSI01168,890.2309,890.2285,3,[M]+,Faldaprevir sodium,C40H48BrN6NaO9S,890.22846,1215856-44-2,,,,,,,,,,,56594927,
MSI01169,897.2226,897.2259,4,[M+H-H2O]+,"[3-[4-[4-[3-(1,3-dithiolane-2-carbonyloxy)-2-[(E)-3-phenylprop-2-enoyl]oxypropoxy]-3,5-dimethylphenyl]-2,6-dimethylphenoxy]-2-[(E)-3-phenylprop-2-enoyl]oxypropyl] 1,3-dithiolane-2-carboxylate",C48H50O10S4,914.22868248,,,,,,,,,,,,23389892,
MSI01170,907.5200,907.5220,3,[M+H]+,Chlorophyll b,C55H70MgN4O6,906.5146,,,,,,,C05307,,,,,,
MSI01171,910.0029,910.0073,5,[M+H-2H2O]+,4-bromobenzoyl-CoA,C28H35BrN7O17P3S-4,945.02064,,,CHEBI:188476,,,,,,,,,46173260,
MSI01174,936.1797,936.1781,2,[M+Na]+,Geranoyl-CoA,C31H46N7O17P3S-4,913.18837519,,,CHEBI:57377,,,,,,,,,45266603,
MSI01175,943.1532,943.1630,10,[M]+,Feruloyl-CoA,C31H44N7O19P3S,943.1626,,,,,,,C00406,,,,,,
MSI01176,954.5685,954.5678,1,[M]+,"(3S,6S,8S,12S,13R,16S,17R,20S,23S)-13-[(2S)-butan-2-yl]-12-hydroxy-20-[(4-methoxyphenyl)methyl]-6,17,21-trimethyl-16-[(4S)-3-methyl-4-(2-methylpropyl)-5-oxoimidazolidin-1-yl]-3-(2-methylpropyl)-8-propan-2-yl-9,18-dioxa-1,4,14,21-tetrazabicyclo[21.3.0]hexacosane-2,5,7,10,15,19,22-heptone",C50H78N6O12,954.56777194,,,CHEBI:67323,,,,,,,,,52950919,
MSI01177,957.5897,957.5900,0,[M+H-H2O]+,Megalomicin C2,C49H86N2O17,974.5926,,,,,,,C11988,,,,,,
MSI01178,960.2547,960.2360,20,[M+Na]+,(S)-Hydroxydecanoyl-CoA,C31H54N7O18P3S,937.2459,,,,,,,C05264,,,,,,
MSI01180,969.1956,969.1937,2,[M+H-2H2O]+,Chrysoeriol 7-[feruloyl-(->2)-glucuronyl-(1->2)-glucuronyl-(1->3)-glucuronide],C44H44O27,1004.20699612,380468-63-3,,,,,HMDB0039933,,,,,,131752761,
MSI01182,991.2631,991.2440,19,[M-H2O+NH4]+,"3,5,7-Trioxododecanoyl-CoA",C33H52N7O20P3S,991.2201,,,,,,,C20413,,,,,,
MSI01183,120.0000,119.9978,18,[M]+,Methyl 2-chloroacrylate,C4H5ClO2,119.9978071,80-63-7,,,,,,,,,,,6659,
MSI01184,120.0114,120.0120,4,[M-H2O+NH4]+,Mercaptopyruvate,C3H4O3S,119.9881,,,,,,,C00957,,,,,,
MSI01185,120.0194,120.0192,2,[M+Na]+,2-Aminoethanol hydrochloride,C2H8ClNO,97.0294416,2002-24-6; 9007-33-4,,,,,,,,,,,74819,
MSI01186,120.0954,120.0939,12,[M]+,"1,2,3-Trimethylbenzene",C9H12,120.093900383,526-73-8; 25551-13-7,,CHEBI:34037,,,HMDB0059901,,,,,,10686,"1,2,3-Trimethylbenzene"
MSI01188,120.1480,120.1500,17,[M+NH4]+,N-Methylputrescine,C5H14N2,102.1157,,,,,,,C02723,,,,,,
MSI01189,120.1553,120.1560,7,[M+K]+,"3,6-Dihydropyridine",C5H7N,81.0578,,,,,,,C16933,,,,,,
MSI01203,120.9523,120.9541,15,[M+H]+,Magnesium hydrogen phosphate,HMgO4P,119.9462872,7757-86-0,,,,,,,,,,,123955,
